AJ Schnack
Jackie Chan
Jaco Van Dormael
Jacob Estes
Jacob Kornbluth
Jacques Audiard
Jacques Cluzaud
Jacques Demy
Jacques Doillon
Jacques Martineau
Jacques Perrin
Jacques Tati
Jacques Tourneur
Jae-young Kwak
Jafar Panahi
Jaffar Mahmood
Jake Kasdan
Jake Schreier
Jake Scott
Jake Szymanski
Jalmari Helander
James Algar
James B. Clark
James B. Harris
James Bobin
James Bridges
James C. McKay
James C. Strouse
James Cameron
James Clavell
James Cox
James D. Parriott
James D. Stern
James D.R. Hickox
James DeMonaco
James Duffy
James Edward Grant
James F. Robinson
James Fargo
James Foley
James Frawley
James Gartner
James Goldstone
James Gray
James Gunn
James Hill
James Isaac
James Ivory
James Keach
James Komack
James L. Brooks
James Lapine
James M. Muro
James Mangold
James Marsh
James Mather
James McTeigue
James Melkonian
James Merendino
James Moll
James Mottern
James Orr
James Ponsoldt
James Purdum
James Signorelli
James Swirsky
James Toback
James Vanderbilt
James W. Horne
James Wan
James Ward Byrkit
James Watkins
James Whale
James William Guercio
James Wong
Jamie Babbit
Jamie Blanks
Jamie Johnson
Jamie Linden
Jamie Payne
Jamie Travis
Jamie Uys
Jamin Winans
Jan Egleson
Jan Harlan
Jan Hrebejk
Jan Ole Gerster
Jan Pinkava
Jan Svankmajer
Jan Sverák
Jan de Bont
Jane Anderson
Jane Campion
Jane Haubrich
Janet Chun
Janet Greek
Janusz Kaminski
Jared Bush
Jared Hess
Jarrad Paul
Jasmin Dizdar
Jason Bateman
Jason Bloom
Jason Eisener
Jason Friedberg
Jason Lei Howden
Jason Moore
Jason Priestley
Jason Reitman
Jason Winer
Jason Wise
Jaume Balagueró
Jaume Collet-Serra
Javier Abad
Javier Soto
Jay Bulger
Jay Chandrasekhar
Jay Duplass
Jay Levey
Jay Oliva
Jay Roach
Jay Russell
Jay Sandrich
Jayne Loader
Je-kyu Kang
Jean Cocteau
Jean Eustache
Jean Negulesco
Jean Renoir
Jean Vigo
Jean Yarbrough
Jean-Baptiste Andrea
Jean-Charles Tacchella
Jean-Claude Van Damme
Jean-François Pouliot
Jean-François Richet
Jean-Jacques Annaud
Jean-Jacques Beineix
Jean-Luc Godard
Jean-Marc Vallée
Jean-Marie Poiré
Jean-Paul Rappeneau
Jean-Pierre Dardenne
Jean-Pierre Jeunet
Jean-Pierre Melville
Jean-Xavier de Lestrade
Jeannot Szwarc
Jeb Stuart
Jee-woon Kim
Jeff Abugov
Jeff Bleckner
Jeff Blyth
Jeff Burr
Jeff Feuerzeig
Jeff Franklin
Jeff Kanew
Jeff Malmberg
Jeff Margolis
Jeff McGrath
Jeff Nathanson
Jeff Newitt
Jeff Nichols
Jeff Pollack
Jeff Radice
Jeff Schaffer
Jeff Stilson
Jeff Tremaine
Jeff Wadlow
Jeff Zimbalist
Jeffery Scott Lando
Jeffrey Blitz
Jeffrey Bloom
Jeffrey Delman
Jeffrey Donovan
Jeffrey Friedman
Jeffrey Katzenberg
Jeffrey Nachmanoff
Jehane Noujaim
Jemaine Clement
Jen McGowan
Jen Soska
Jennie Livingston
Jennifer Abbott
Jennifer Chambers Lynch
Jennifer Finnigan
Jennifer Flackett
Jennifer Jason Leigh
Jennifer Kent
Jennifer Lee
Jennifer M. Howd
Jennifer Westfeldt
Jennifer Yuh Nelson
Jenniphr Goodman
Jens Lien
Jeong-beom Lee
Jeremiah S. Chechik
Jeremy Garelick
Jeremy Kagan
Jeremy Leven
Jeremy Newberger
Jeremy Podeswa
Jeremy Saulnier
Jerome Robbins
Jerry Ciccoritti
Jerry Jameson
Jerry Lewis
Jerry Paris
Jerry Rees
Jerry Rothwell
Jerry Schatzberg
Jerry Zaks
Jerry Zucker
Jerusha Hess
Jerzy Skolimowski
Jesper Møller
Jesse Dylan
Jesse Hibbs
Jesse Lawrence
Jesse Peretz
Jesse Vaughan
Jessica Bendinger
Jessica Joy Wise
Jessica Yu
Jessie Nelson
Jessy Terrero
Jesús Franco
Jesús Salvador Treviño
Jez Butterworth
Jill Culton
Jill Sprecher
Jim Abrahams
Jim Brown
Jim Drake
Jim Fall
Jim Field Smith
Jim Gillespie
Jim Goddard
Jim Handley
Jim Hanon
Jim Henson
Jim Jarmusch
Jim Mallon
Jim Malone
Jim McBride
Jim Mickle
Jim O'Connolly
Jim Rash
Jim Sharman
Jim Sheridan
Jim Sonzero
Jim Van Bebber
Jim Weedon
Jim Wynorski
Jimmy Hayward
Jimmy T. Murakami
Jing Wong
Joachim Rønning
Joachim Trier
Joan Chen
Joan Churchill
Joan Micklin Silver
Joan Sekler
Joaquin Montalvan
Joby Harold
Jocelyn Moorhouse
Jodie Foster
Jody Hill
Joe Alves
Joe Berlinger
Joe Camp
Joe Carnahan
Joe Chappelle
Joe Charbanic
Joe Cornish
Joe Dante
Joe Johnston
Joe Layton
Joe Lia
Joe Lynch
Joe Mantello
Joe Nussbaum
Joe Pytka
Joe Ranft
Joe Roth
Joe Russo
Joe Swanberg
Joe Wright
Joel Anderson
Joel Bender
Joel Coen
Joel Edgerton
Joel Gallen
Joel Hopkins
Joel M. Reed
Joel Oliansky
Joel Schumacher
Joel Silberg
Joel Zwick
Johanna Hamilton
Johannes Stjärne Nilsson
John A. Davis
John Alan Schwartz
John Badham
John Barry
John Berry
John Blanchard
John Bonito
John Boorman
John Bruno
John Byrum
John Cameron Mitchell
John Carl Buechler
John Carney
John Carpenter
John Cassavetes
John Cleese
John Cornell
John Cromwell
John Crowley
John Curran
John D. Hancock
John Dahl
John De Bello
John Derek
John Duigan
John Dullaghan
John Elliotte
John Erick Dowdle
John Farrow
John Fawcett
John Ford
John Forte
John Fortenberry
John Francis Daley
John Frankenheimer
John G. Avildsen
John G. Blystone
John Gatins
John Gielgud
John Gilling
John Glen
John Gray
John Guillermin
John Gulager
John Hamburg
John Harrison
John Herzfeld
John Hillcoat
John Hough
John Hughes
John Huston
John Ireland
John Irvin
John Kahrs
John Keitel
John Lafia
John Landis
John Lasseter
John Lee Hancock
John Lennon
John Lounsbery
John Luessenhop
John M. Stahl
John Mackenzie
John Madden
John Malkovich
John Maloof
John Mathew Matthan
John Maybury
John McNaughton
John McTiernan
John Michael McDonagh
John Milius
John Moore
John Murlowski
John Musker
John N. Smith
John Nicolella
John O'Hagan
John Ottman
John Pasquin
John Patrick Shanley
John Paul Tremblay
John Payson
John Poliquin
John Polson
John Putch
John R. Cherry III
John R. Leonetti
John Requa
John Roberts
John S. Robertson
John Sanford
John Sayles
John Scheinfeld
John Schlesinger
John Schultz
John Singleton
John Sobrack
John Stainton
John Stevenson
John Stockwell
John Sturges
John Swanbeck
John Turturro
John Warren
John Waters
John Wayne
John Wells
John Whitesell
John Woo
John-Paul Davidson
Johnnie To
Jon Amiel
Jon Avnet
Jon Blair
Jon Cassar
Jon Erwin
Jon Favreau
Jon Hess
Jon Hurwitz
Jon Jones
Jon Jost
Jon Kasdan
Jon M. Chu
Jon Moritsugu
Jon Poll
Jon S. Baird
Jon Shear
Jon Turteltaub
Jon Watts
Jon Wright
Jonah Markowitz
Jonas Cornell
Jonas Elmer
Jonas Pate
Jonas Åkerlund
Jonathan Caouette
Jonathan Darby
Jonathan Dayton
Jonathan Demme
Jonathan Frakes
Jonathan Glazer
Jonathan Goldstein
Jonathan Hensleigh
Jonathan Hock
Jonathan Kahn
Jonathan Kaplan
Jonathan Levine
Jonathan Liebesman
Jonathan Lynn
Jonathan Mostow
Jonathan R. Betuel
Jonathan Silverman
Jonathan Sobol
Jonathan Wacks
Jonathan Winfrey
Jonathan van Tulleken
Joon-ho Bong
Joonas Berghäll
Jordan Melamed
Jordan Rubin
Jordan Vogt-Roberts
Jorge Blanco
Jorge Fons
Jorge Montesi
Jorge R. Gutiérrez
Jorma Taccone
Josef Fares
Josef Rusnak
Josef von Sternberg
Joseph Anthony
Joseph Gordon-Levitt
Joseph Green
Joseph H. Lewis
Joseph Kosinski
Joseph L. Mankiewicz
Joseph Losey
Joseph M. Newman
Joseph McGrath
Joseph Mealey
Joseph Michael
Joseph Pevney
Joseph Ruben
Joseph Santley
Joseph Sargent
Joseph Vilsmaier
Joseph Zito
Josh Aronson
Josh Boone
Josh C. Waller
Josh Forbes
Josh Fox
Josh Gordon
Josh Pate
Josh Radnor
Josh Stolberg
Josh Trank
Joshua Brand
Joshua Logan
Joshua Marston
Joshua Meador
Joshua Michael Stern
Joshua Oppenheimer
Joshua Seftel
Joshua Zeman
Josiane Balasko
Joss Whedon
José Luis Cuerda
José Luis Guerín
José Padilha
João Jardim
Juan Carlos Fresnadillo
Juan Carlos Tabío
Juan José Campanella
Juan Pablo Rebella
Juan Piquer Simón
Judd Apatow
Judith Ehrlich
Judy Irving
Judy Morris
Jules Bass
Jules Dassin
Julia Sweeney
Julian Fellowes
Julian Gilbey
Julian Jarrold
Julian Schlossberg
Julian Schnabel
Julianna Lavin
Julie Anne Robinson
Julie Davis
Julie Delpy
Julie Stevens
Julie Taymor
Julien Duvivier
Julien Maury
Julien Temple
Julio Medem
Julius Avery
Juliusz Machulski
Jun Falkenstein
Jun Ichikawa
Just Jaeckin
Justin Chadwick
Justin Kerrigan
Justin Lin
Justin Lo
Justin Martinez
Justin Reardon
Justin Simien
Justin Theroux
Justin Trefgarne
Justine Shapiro
Ján Kadár
Jérôme Salle
Jörg Buttgereit
Jørgen Leth
Jûzô Itami
Ka-Fai Wai
Kaige Chen
Kaneto Shindô
Kantz
Kar-Wai Wong
Karan Johar
Karel Reisz
Karen Disher
Karen Harley
Karen Leigh Hopkins
Karey Kirkpatrick
Kari Skogland
Karl Freund
Karyn Kusama
Kasi Lemmons
Katherine Fairfax Wright
Kathryn Bigelow
Katja von Garnier
Katsuhiro Ôtomo
Katt Shea
Kay Pollak
Kayo Hatta
Kazuaki Kiriya
Kazuhisa Takenouchi
Kazuki Akane
Kazuya Murata
Kazuya Tsurumaki
Keanu Reeves
Keenen Ivory Wayans
Keisuke Kinoshita
Keith Fulton
Keith Gordon
Keith Parmer
Keith Samples
Keith Scholey
Kelly Asbury
Kelly Makin
Kelly Reichardt
Ken Annakin
Ken Burns
Ken Finkleman
Ken Hughes
Ken Kwapis
Ken Loach
Ken Russell
Ken Scott
Ken Shapiro
Ken Wiederhorn
Kenji Misumi
Kenji Mizoguchi
Kenneth Anger
Kenneth Branagh
Kenneth Johnson
Kenneth Lonergan
Kenny Ortega
Kent Alterman
Kent Jones
Kenta Fukasaku
Kentarô Ohtani
Keoni Waxman
Kerry Conran
Kevin Allen
Kevin Altieri
Kevin Alyn Elders
Kevin Bacon
Kevin Bray
Kevin Burns
Kevin Connor
Kevin Costner
Kevin Donovan
Kevin Dowling
Kevin Greutert
Kevin Heffernan
Kevin Hooks
Kevin James Dobson
Kevin Jarre
Kevin Jordan
Kevin Kolsch
Kevin Lima
Kevin Macdonald
Kevin McMahon
Kevin Munroe
Kevin Rafferty
Kevin Reynolds
Kevin Rodney Sullivan
Kevin Seymour
Kevin Smith
Kevin Spacey
Kevin Tenney
Kevin Williamson
Kevin Willmott
Kevin Yagher
Khyentse Norbu
Ki-duk Kim
Kiefer Sutherland
Kieran Darcy-Smith
Kieron J. Walsh
Kihachi Okamoto
Kim Bartley
Kim Henkel
Kim Longinotto
Kim Mordaunt
Kimberly Peirce
Kimiyoshi Yasuda
King Vidor
Kinji Fukasaku
Kinka Usher
Kirby Dick
Kirk De Micco
Kirk Jones
Kirk R. Thatcher
Kirk Wise
Kirk Wong
Kirsten Sheridan
Kiyoshi Kurosawa
Klaus Kinski
Klay Hall
Kleber Mendonça Filho
Koen Mortier
Koji Hashimoto
Kon Ichikawa
Kornél Mundruczó
Kris Isacsson
Kris Pearn
Kristen Coury
Kristian Levring
Kristin Hanggi
Kristina Goolsby
Krzysztof Kieslowski
Kunihiko Yuyama
Kurt Engfehr
Kurt Kuenne
Kurt Miller
Kurt Neumann
Kurt Voss
Kurt Wimmer
Kyle Balda
Kyle Newman
Kyle Patrick Alvarez
Kátia Lund
Kôji Morimoto
L.Q. Jones
Laetitia Colombani
Laetitia Masson
Lake Bell
Lamont Johnson
Lana Wachowski
Lance Bangs
Lance Mungia
Lance Young
Lang Elliott
Larry Blamire
Larry Charles
Larry Clark
Larry David
Larry Karaszewski
Larry Leker
Larry Morey
Larry Peerce
Larry Roemer
Lars von Trier
Larysa Kondracki
Laslo Benedek
Lasse Hallström
Lasse Spang Olsen
Laura Poitras
Lauren Greenfield
Lauren Montgomery
Laurence Olivier
Laurent Cantet
Laurent Firode
Laurie Collyer
Laurie Gwen Shapiro
Laurie Lynd
Lawrence Guterman
Lawrence Kasdan
Lawrence Shapiro
Lawrence Silk
Lee Daniels
Lee David Zlotoff
Lee Fulkerson
Lee Kirk
Lee Sholem
Lee Tamahori
Lee Toland Krieger
Lee Unkrich
Leigh Janiak
Len Wiseman
Lena Dunham
Leni Riefenstahl
Lenny Abrahamson
Leo McCarey
Leon Gast
Leon Ichaso
Leonard Nimoy
Leonid Gayday
Leos Carax
Les Blank
Les Mayfield
Lesli Linka Glatter
Leslie Goodwins
Leslie Greif
Leslie H. Martinson
Leslie Howard
Leslie Megahey
Leslie Woodhead
Leslye Headland
Lewis Allen
Lewis Gilbert
Lewis John Carlino
Lewis Milestone
Lewis Seiler
Lewis Teague
Lexi Alexander
Li Yin
Liam Lynch
Lian Lunson
Liev Schreiber
Lieven Debrauwer
Lili Fini Zanuck
Liliana Cavani
Lilit Movsisyan
Lilly Wachowski
Lina Wertmüller
Linda Matarasso
Linda Mendoza
Lindsay Anderson
Lionel C. Martin
Lionel Coleman
Lionel Jeffries
Lisa Barros D'Sa
Lisa Cholodenko
Lisa Cottrell-Bentley
Lisa Gottlieb
Lisanne Pajot
Liz Friedlander
Liz Garbus
Liz W. Garcia
Lloyd Bacon
Lloyd Kaufman
Lon Chaney
Lone Scherfig
Lorene Scafaria
Loressa Clisby
Lorna Cook
Lou Adler
Louie Psihoyos
Louis C.K.
Louis J. Gasnier
Louis Leterrier
Louis Malle
Louis Morneau
Louis Pepe
Louise Osmond
Louise Palanker
Loveleen Tandan
Lowell Sherman
Luc Besson
Luc Dardenne
Luc Jacquet
Luca Bercovici
Luchino Visconti
Lucio Fulci
Lucky McKee
Lucy Walker
Lucía Puenzo
Luigi Cozzi
Luis Buñuel
Luis Llosa
Luis Mandoki
Luis Piedrahita
Luis Puenzo
Luis Valdez
Luiso Berdejo
Luiz Fernando Carvalho
Lukas Moodysson
Luke Greenfield
Luke Matheny
Lyndall Hobbs
Lynn Shelton
Lynne Littman
Lynne Ramsay
Lynne Southerland
Lynne Stopkewich
Léa Pool
M. Night Shyamalan
Mabrouk El Mechri
Mac Carter
Maclain Way
Mads Brügger
Maggie Carey
Maggie Greenwald
Mahiro Maeda
Majid Majidi
Makoto Shinkai
Malcolm D. Lee
Malcolm Leo
Malcolm Mowbray
Malcolm St. Clair
Malcolm Venville
Malik Bendjelloul
Malika Zouhali-Worrall
Mamoru Hosoda
Mamoru Oshii
Manny Coto
Manny Rodriguez
Manoel de Oliveira
Marc Caro
Marc Forster
Marc Lawrence
Marc Levin
Marc Moody
Marc Rocco
Marc Schölermann
Marc Singer
Marc Webb
Marcel Camus
Marcel Carné
Marcel Ophüls
Marcel Sarmiento
Marcelo Piñeyro
Marco Bellocchio
Marco Berger
Marco Brambilla
Marco Ferreri
Marco Kreuzpaintner
Marco Schnabel
Marco Tullio Giordana
Marcos Martínez
Marcos Siega
Marcus Dunstan
Marcus Nispel
Marcus Raboy
Marcus Tedenryd
Marek Kanievska
Marek Mackovic
Maren Ade
Margarethe von Trotta
Maria Maggenti
Maria Ripoll
Marie Pérennou
Marilyn Agrelo
Marina Zenovich
Marina de Van
Marino Girolami
Mario Bava
Mario Caiano
Mario Peixoto
Mario Van Peebles
Marjane Satrapi
Mark A.Z. Dippé
Mark Achbar
Mark Andrews
Mark Christopher
Mark Decena
Mark DiSalle
Mark Dindal
Mark Duplass
Mark Elijah Rosenberg
Mark Goldblatt
Mark Haggard
Mark Hartley
Mark Helfrich
Mark Herman
Mark Illsley
Mark Joffe
Mark Jonathan Harris
Mark Jones
Mark L. Lester
Mark Levin
Mark Levinson
Mark Lewis
Mark Linfield
Mark Malone
Mark Moskowitz
Mark Mylod
Mark Neveldine
Mark Osborne
Mark Palansky
Mark Pavia
Mark Pellington
Mark Piznarski
Mark Robson
Mark Romanek
Mark Rosman
Mark Rydell
Mark Sandrich
Mark Steven Johnson
Mark Tarlov
Mark Vicente
Mark Waters
Mark Young
Marleen Gorris
Marlon Brando
Marshall Curry
Marshall Herskovitz
Martha Coolidge
Martha Fiennes
Martin Bell
Martin Brest
Martin Campbell
Martin Curland
Martin Davidson
Martin Gero
Martin Lawrence
Martin McDonagh
Martin Ritt
Martin Rosen
Martin Scorsese
Martin Weisz
Martin Wood
Martine Dugowson
Marty Callner
Martyn Burke
Marv Newland
Mary Elizabeth McGlynn
Mary Harron
Mary Lambert
Masaaki Yuasa
Masahiro Andô
Masahiro Hosoda
Masaki Kobayashi
Masami Hata
Masanori Hata
Masayuki
Masayuki Suo
Mat Whitecross
Mathieu Kassovitz
Matt Aselton
Matt Bettinelli-Olpin
Matt Harlock
Matt Maiellaro
Matt Piedmont
Matt Reeves
Matt Williams
Matteo Garrone
Matthew Bright
Matthew Diamond
Matthew Galkin
Matthew O'Callaghan
Matthew Robbins
Matthew Robinson
Matthew Saville
Matthew Vaughn
Matthew Warchus
Matthijs van Heijningen Jr.
Matti Grönberg
Matty Rich
Maurice Joyce
Maurizio Lucidi
Max Fleischer
Max Färberböck
Max Mayer
Max Mitchell
Max Nichols
Max Ophüls
Maya Angelou
McG
Meir Zarchi
Mel Brooks
Mel Gibson
Mel Smith
Mel Stuart
Mel Welles
Melanie Mayron
Melville Shavelson
Melvin Frank
Menahem Golan
Mennan Yapo
Menno Meyjes
Merian C. Cooper
Mervyn LeRoy
Mic Rodgers
Michael Almereyda
Michael Anderson
Michael Apted
Michael Arias
Michael Armstrong
Michael Austin
Michael Bay
Michael Benveniste
Michael Blakemore
Michael Blieden
Michael Brandt
Michael Carreras
Michael Caton-Jones
Michael Chapman
Michael Cimino
Michael Clancy
Michael Corrente
Michael Crichton
Michael Criscione
Michael Cristofer
Michael Cuesta
Michael Curtiz
Michael Davis
Michael Dowse
Michael Glawogger
Michael Goldenberg
Michael Gordon
Michael Gornick
Michael Gottlieb
Michael Haigney
Michael Haneke
Michael Henry Wilson
Michael Herz
Michael Hoffman
Michael Hofmann
Michael J. Sheridan
Michael Kruzan
Michael Lee Baron
Michael Lehmann
Michael Lembeck
Michael Lindsay-Hogg
Michael Mann
Michael Martin
Michael Matheson
Michael Mayer
Michael Mayhew
Michael McCullers
Michael McGowan
Michael Meyer
Michael Miller
Michael Moore
Michael O'Herlihy
Michael O. Gallant
Michael Oblowitz
Michael Patrick Jann
Michael Patrick King
Michael Polish
Michael Powell
Michael Pressman
Michael Radford
Michael Reeves
Michael Ritchie
Michael Rosenbaum
Michael Rymer
Michael Schaack
Michael Schorr
Michael Schultz
Michael Shoob
Michael Showalter
Michael Spierig
Michael Steinberg
Michael Sucsy
Michael Tolkin
Michael Tollin
Michael Tucker
Michael Vejar
Michael Wadleigh
Michael Walker
Michael Winner
Michael Winterbottom
Michael Zimbalist
Michaël R. Roskam
Michel Blanc
Michel Debats
Michel Gondry
Michel Hazanavicius
Michel Ocelot
Michelangelo Antonioni
Michele Soavi
Mick Garris
Mick Jackson
Miguel Arteta
Miguel Sapochnik
Mihalis Kakogiannis
Mika Hotakainen
Mikael Håfström
Mikael Salomon
Mike Barker
Mike Bigelow
Mike Binder
Mike Birbiglia
Mike Bonanno
Mike Cahill
Mike Clattenburg
Mike Figgis
Mike Flanagan
Mike Gabriel
Mike Hodges
Mike Johnson
Mike Judge
Mike Leigh
Mike Maguire
Mike Mills
Mike Mitchell
Mike Nawrocki
Mike Newell
Mike Nichols
Mike Smith
Mike Thurmeier
Mike de Seve
Mike van Diem
Mikhail Kalatozov
Milcho Manchevski
Miles Swain
Milos Forman
Milton Katselas
Mimi Leder
Mina Shum
Ming-liang Tsai
Mira Nair
Miranda July
Mischa Kamp
Mitch Glazer
Mitch Rouse
Mitchell Lichtenstein
Mitsuo Hashimoto
Mohsen Makhmalbaf
Monte Hellman
Morgan J. Freeman
Morgan Neville
Morgan Spurlock
Mort Nathan
Mort Ransen
Morten Tyldum
Morton DaCosta
Motonori Sakakibara
Muffie Meyer
Munehisa Sakai
Murray Lerner
Myles Berkowitz
Myles Connell
Myung-se Lee
Måns Mårlind
N/A
Nacho Cerdà
Nacho Vigalondo
Nadine Labaki
Nagisa Ôshima
Nancy Meckler
Nancy Meyers
Nancy Savoca
Nancy Walker
Nanette Burstein
Nanni Moretti
Naoyuki Tomomatsu
Nat Faxon
Nat Hiken
Natalia Andreadis
Natalie Portman
Nathan Greno
Nathan Juran
Nathaniel Kahn
Neal Brennan
Neal Israel
Neal Jimenez
Ned Benson
Neil Abramson
Neil Barsky
Neil Berkeley
Neil Burger
Neil Jordan
Neil LaBute
Neil Marshall
Neil Turitz
Neill Blomkamp
Nelson McCormick
Nelson Shin
Newt Arnold
Ngai Choi Lam
Niall Johnson
Niall MacCormick
Nic Balthazar
Nicholas Barker
Nicholas Hytner
Nicholas Meyer
Nicholas Ray
Nicholas Stoller
Nicholaus Goossen
Nick Broomfield
Nick Cassavetes
Nick Castle
Nick Gomez
Nick Hamm
Nick Hurran
Nick Love
Nick Moore
Nick Park
Nick Tomnay
Nicolas Gessner
Nicolas Philibert
Nicolas Roeg
Nicolas Servide
Nicolas Winding Refn
Nicole Holofcener
Nicole Kassell
Nicole Newnham
Nicolo Donato
Niels Arden Oplev
Niels Mueller
Nigel Cole
Nigel Finch
Niki Caro
Niki List
Nikita Mikhalkov
Nikolaj Arcel
Nima Nourizadeh
Nimród Antal
Nina Menkes
Nina Paley
Nir Bergman
Nisha Pahuja
Noah Baumbach
Noam Murro
Nobuhiko Ôbayashi
Nobuhiro Suwa
Nobuhiro Yamashita
Noel Black
Noel Buckner
Nora Ephron
Norberto Barba
Norio Tsuruta
Norman Ferguson
Norman Foster
Norman Jewison
Norman Panama
Norman René
Norman Taurog
Norman Tokar
Norman Wright
Norman Z. McLeod
Norton Virgien
Nunnally Johnson
Nuri Bilge Ceylan
Nymphomaniac: Vol. II
Ol Parker
Ola Simonsson
Olatunde Osunsanmi
Ole Bornedal
Oliver Hirschbiegel
Oliver Parker
Oliver Schmitz
Oliver Stone
Olivier Assayas
Olivier Dahan
Olivier Ducastel
Olivier Megaton
Olivier Nakache
Olli Saarela
Ondi Timoner
Ondrej Trojan
Onur Ünlü
Oren Moverman
Oren Peli
Orson Welles
Osamu Kasai
Oscar Sharp
Oskar Roehler
Othmar Schmiderer
Otto Brower
Otto Lang
Otto Preminger
Ovidio G. Assonitis
Oxide Chun Pang
Oz Perkins
P.J. Castellaneta
P.J. Hogan
Pablo Berger
Pablo Stoll
Pablo Trapero
Paco Plaza
Paddy Breathnach
Paddy Considine
Pan Nalin
Panna Rittikrai
Paolo Genovese
Paolo Sorrentino
Paolo Taviani
Paolo Virzì
Paris Barclay
Pascal Laugier
Pascal Pinon
Pat O'Connor
Pat Proft
Pat Verducci
Patrice Chéreau
Patrice Leconte
Patricia Birch
Patricia Cardoso
Patricia Riggen
Patricia Rozema
Patrick Alessandrin
Patrick Archibald
Patrick Brice
Patrick Creadon
Patrick Gilmore
Patrick Hughes
Patrick Lussier
Patrick Read Johnson
Patrick Stettner
Patrick Tatopoulos
Patrik Forsberg
Patty Jenkins
Paul Abascal
Paul Almond
Paul Auster
Paul Bartel
Paul Bogart
Paul Brickman
Paul Brizzi
Paul Cox
Paul Demeyer
Paul Dinello
Paul Donovan
Paul Feig
Paul Flaherty
Paul Greengrass
Paul Gross
Paul Haggis
Paul Henreid
Paul Hunter
Paul Justman
Paul King
Paul Lynch
Paul Mazursky
Paul McCartney
Paul McGuigan
Paul Michael Glaser
Paul Miller
Paul Morrissey
Paul Newman
Paul Provenza
Paul Quinn
Paul Sabella
Paul Satterfield
Paul Schrader
Paul Solet
Paul Thomas
Paul Thomas Anderson
Paul Verhoeven
Paul W.S. Anderson
Paul Wegener
Paul Weiland
Paul Weitz
Paul Wendkos
Paul Williams
Paulo Morelli
Pauly Shore
Pavel Lungin
Pawel Pawlikowski
Pedro Almodóvar
Pekka Parikka
Pen Densham
Pen-Ek Ratanaruang
Penelope Spheeris
Penny Marshall
Per Fly
Perce Pearce
Percy Adlon
Perry Andelin Blake
Perry Henzell
Perry Lang
Pete Docter
Pete Jones
Pete Michels
Pete Travis
Peter Askin
Peter Atencio
Peter Avanzino
Peter Barton
Peter Berg
Peter Billingsley
Peter Bogdanovich
Peter Bonerz
Peter Brook
Peter Care
Peter Cattaneo
Peter Chelsom
Peter Chung
Peter Collinson
Peter Davis
Peter DeLuise
Peter Duffell
Peter Duncan
Peter Faiman
Peter Farrelly
Peter George
Peter Glanz
Peter Glenville
Peter Greenaway
Peter Hedges
Peter Hewitt
Peter Ho-Sun Chan
Peter Horton
Peter Howitt
Peter Hyams
Peter Jackson
Peter Joseph
Peter Kassovitz
Peter Kosminsky
Peter Landesman
Peter Lord
Peter MacDonald
Peter Markle
Peter Masterson
Peter Medak
Peter Mullan
Peter O'Fallon
Peter R. Hunt
Peter R. Simpson
Peter Ramsey
Peter Segal
Peter Sehr
Peter Sellers
Peter Shin
Peter Sohn
Peter Sollett
Peter Speek
Peter Spierig
Peter Stebbings
Peter Templeman
Peter W. Kunhardt
Peter Webber
Peter Weir
Peter Werner
Peter Wintonick
Peter Yates
Petra Epperlein
Petter Næss
Peyton Reed
Phil Alden Robinson
Phil Dorling
Phil Joanou
Phil Karlson
Phil Lord
Phil Morrison
Phil Nibbelink
Phil Roman
Phil Tippett
Phil Vischer
Philip G. Atwell
Philip Haas
Philip Kaufman
Philip Ridley
Philip Saville
Philipp Stölzl
Philippe Claudel
Philippe Mora
Philippe de Broca
Phillip Borsos
Phillip Noyce
Phyllida Lloyd
Pier Paolo Pasolini
Pierce Rafferty
Pierre Coffin
Pierre De Moro
Pierre Morel
Pierre Salvadori
Piers Haggard
Pinchas Perry
Ping He
Pip Karmel
Pitof
Pixote Hunt
Prabhudheva
Prachya Pinkaew
Pradeep Sarkar
Preston A. Whitmore II
Preston Sturges
Pupi Avati
Pål Sletaune
Q. Allan Brocka
Quentin Dupieux
Quentin Tarantino
R. Ellis Frazier
R.J. Cutler
R.J. Kizer
Rachel Goldenberg
Rachel Grady
Rachel Talalay
Radio Silence
Radu Mihaileanu
Rafal Zielinski
Rainer Werner Fassbinder
Raja Gosnell
Rajkumar Hirani
Ralph Arlyck
Ralph Bakshi
Ralph Eggleston
Ralph Nelson
Ralph S. Singleton
Ralph Ziman
Ralph Zondag
Ramaa Mosley
Raman Hui
Ramesh Sippy
Ramin Bahrani
Ramón Menéndez
Rand Ravich
Randa Haines
Randal Kleiser
Randall Balsmeyer
Randall Churchill
Randall Miller
Randall Wallace
Randy Barbato
Raoul O'Connell
Raoul Peck
Raoul Ruiz
Raoul Walsh
Rawson Marshall Thurber
Ray Goossens
Ray Kellogg
Ray Lawrence
Ray Müller
Raymond De Felitta
Raymond Depardon
Rebecca Miller
Reggie Rock Bythewood
Reginald Hudlin
Reginald Le Borg
Renny Harlin
René Clair
René Clément
René Laloux
Rex Ingram
Rian Johnson
Ric Roman Waugh
Ricardo Curtis
Rich Moore
Rich Murray
Richard Attenborough
Richard Ayoade
Richard Bates Jr.
Richard Bell
Richard Benjamin
Richard Berge
Richard Boden
Richard Brooks
Richard C. Sarafian
Richard Curtis
Richard Day
Richard Donner
Richard Elfman
Richard Eyre
Richard Fleischer
Richard Franklin
Richard Glatzer
Richard Gordon
Richard Greenberg
